15	0-2 1-1 10-8 11-9 12-10 13-12 14-14 15-24 16-15 17-16 18-17 19-18 2-0 20-26 21-19 22-20 23-21 24-22 25-23 26-25 27-27 28-29 29-30 3-11 30-31 31-33 32-36 33-40 34-39 35-37 36-34 37-38 38-13 39-41 4-35 40-28 41-42 42-32 43-43 44-44 45-45 46-47 47-48 48-49 49-46 5-3 50-50 51-51 52-52 6-4 7-5 8-6 9-7
16	0-0 13-8 14-9 15-10 16-11 17-20 2-5 21-12 24-19 25-13 26-14 27-15 28-16 29-17 3-6 30-18 31-21 4-7 6-3 7-1 8-4 9-2
17	0-1 1-0 10-10 11-7 12-6 13-5 14-22 15-12 16-13 17-14 19-15 2-2 20-21 21-16 22-17 23-18 24-19 25-23 26-24 27-25 28-26 29-27 3-11 30-28 31-29 32-30 33-32 34-31 35-33 36-34 37-36 39-37 4-8 40-42 41-43 42-44 43-39 44-38 45-40 46-41 47-45 5-9 6-3 7-4 8-35 9-20
18	0-6 1-7 10-29 11-30 12-31 13-10 14-34 15-33 16-14 17-36 18-45 2-5 20-38 22-4 23-13 24-44 25-20 26-40 27-41 28-42 29-27 3-3 30-32 31-11 32-12 33-35 34-15 36-16 37-17 38-18 39-19 4-0 40-39 41-37 42-43 43-21 44-22 45-26 46-23 47-24 48-25 49-46 5-2 6-1 7-8 8-9 9-28
19	0-3 1-5 12-11 13-1 14-16 15-14 16-17 17-18 18-19 19-20 2-4 20-21 21-25 22-12 23-22 24-23 25-24 27-26 29-27 3-6 30-13 31-0 32-15 33-28 5-2 6-8 7-7 8-9 9-10
20	0-0 10-4 12-8 13-10 14-11 15-12 16-9 17-13 19-18 2-6 20-16 21-17 22-19 24-14 25-20 26-21 27-22 3-7 30-23 31-24 32-25 33-26 34-27 35-29 36-31 37-28 38-32 39-33 4-1 41-30 42-34 5-2 6-3 7-15 8-5
21	0-7 1-10 10-6 11-2 12-11 13-12 14-14 15-17 16-16 17-18 18-13 19-0 2-15 20-1 21-19 3-8 5-9 6-5 8-3 9-4
22	0-12 1-13 10-2 11-7 12-1 13-9 14-34 15-16 16-17 17-21 18-20 19-18 2-11 20-8 21-19 22-22 23-23 24-28 25-30 26-31 27-24 28-29 29-25 3-15 30-26 31-27 32-43 33-33 34-35 35-36 36-37 37-38 38-40 39-39 4-0 40-41 41-44 42-45 43-53 44-42 45-51 46-52 47-50 48-46 49-47 5-3 50-48 51-49 52-54 6-4 7-5 8-6 9-10
23	0-8 1-0 10-11 11-14 12-15 13-16 14-17 15-25 16-26 17-12 18-29 19-13 2-1 20-30 21-24 22-18 23-20 24-27 25-19 26-21 27-4 28-28 29-22 3-2 30-23 31-31 4-3 5-5 6-6 7-7 8-9 9-10
24	0-30 1-6 10-23 11-8 12-9 13-10 14-11 15-12 16-13 17-15 18-14 19-16 2-5 20-21 21-17 22-18 23-19 24-20 25-22 26-24 27-26 28-27 29-28 30-29 31-31 32-32 33-33 34-34 35-25 36-41 37-40 38-35 39-38 4-0 40-39 42-36 44-37 45-42 5-1 6-2 7-3 8-4 9-7
25	1-2 10-8 11-7 13-11 14-36 15-19 16-12 17-13 18-5 19-18 2-3 20-14 21-15 22-16 23-17 24-20 25-21 26-22 27-23 28-28 29-29 3-1 30-24 31-25 32-26 33-27 34-38 35-30 36-31 37-32 38-33 39-44 4-45 40-46 41-37 42-34 43-35 44-40 45-41 46-42 47-43 48-39 5-0 50-47 51-48 52-49 6-4 7-6 8-9 9-10
26	0-3 1-0 10-8 11-9 12-11 13-10 14-13 16-14 17-16 18-15 20-17 21-18 22-21 23-19 24-20 25-22 26-12 27-23 28-24 29-25 3-1 4-2 5-4 6-5 7-6 9-7
27	0-10 10-6 11-7 12-9 14-4 16-2 17-3 19-0 20-1 21-15 3-11 4-12 5-13 6-14 8-8 9-5
28	0-1 1-0 2-2 3-3 4-4
29	0-0 1-4 2-1 3-5 4-6 5-2 6-3
30	0-6 1-7 10-9 11-5 12-10 13-11 14-12 15-0 16-1 17-2 18-40 19-41 2-16 20-3 21-29 22-4 23-32 24-24 25-25 26-28 27-35 28-30 29-26 3-17 30-33 31-34 32-36 33-37 34-38 35-55 36-57 37-50 38-39 39-53 4-19 40-42 41-43 42-45 43-49 44-46 45-47 46-61 47-62 48-63 49-64 5-20 50-65 51-66 52-68 53-69 54-58 55-51 56-67 57-70 6-23 7-13 8-8 9-14
31	0-20 1-0 10-33 11-9 12-24 13-25 14-26 15-27 16-28 17-29 18-30 19-16 2-1 21-17 24-18 25-19 26-21 27-14 28-15 29-10 3-2 30-11 31-12 32-5 33-13 34-6 38-7 4-3 40-23 41-8 42-34 5-4 7-22 8-31 9-32
32	0-0 1-1 10-10 11-11 12-12 13-8 14-13 15-18 17-19 19-20 2-2 20-14 21-16 22-15 23-17 24-21 3-5 4-6 5-3 7-4 8-7 9-9
33	0-5 1-0 10-7 11-12 12-13 13-14 17-8 18-9 19-10 2-1 20-15 3-11 4-2 6-3 8-4 9-6
34	0-0 1-4 10-12 11-13 12-2 15-14 16-15 17-16 18-1 19-17 2-6 20-21 21-22 22-23 23-3 24-19 25-20 26-24 3-7 4-8 5-9 6-5 7-10 8-18 9-11
35	0-5 1-6 11-4 12-2 14-0 15-1 16-3 17-15 2-7 3-8 4-12 5-13 6-14 7-9 8-10 9-11
36	0-0 1-24 10-6 11-7 12-8 13-9 14-10 15-12 16-13 17-14 18-23 19-11 2-46 20-15 21-21 22-22 23-26 24-27 25-18 26-28 27-32 28-37 29-36 3-1 30-33 31-34 32-35 33-29 34-20 35-30 36-31 37-38 38-39 39-40 4-44 40-41 41-42 42-43 43-45 44-49 45-47 46-48 47-51 48-52 5-3 6-19 7-2 8-4 9-5
37	0-0 10-7 11-6 12-8 13-3 14-4 15-5 16-11 18-12 19-13 2-1 20-14 21-15 22-17 23-16 24-19 25-18 26-20 27-21 28-22 29-23 3-2 30-24 34-25 35-28 36-27 37-29 40-26 41-30 5-10 8-9
38	0-0 1-22 10-8 11-25 12-26 13-27 14-17 15-12 16-14 17-13 18-15 19-18 2-3 20-19 21-21 22-29 23-30 24-32 25-35 26-33 27-20 28-34 29-28 3-1 30-36 31-37 32-43 33-44 34-45 35-40 36-41 37-42 38-47 39-48 4-2 40-49 41-46 42-50 43-51 44-24 45-52 46-11 47-53 48-54 49-55 5-9 50-23 51-56 6-4 7-6 8-5 9-7
39	0-3 1-5 10-13 11-14 12-18 13-12 14-19 15-21 16-20 17-26 2-8 3-22 4-23 5-24 6-25 7-10 8-9 9-11
40	0-0 1-2
41	0-0 1-2 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 2-3 20-21 21-22 22-23 23-24 24-25 25-27 26-28 27-29 28-30 29-31 3-4 30-32 31-33 32-34 33-35 34-36 35-37 36-38 37-39 38-42 39-43 4-5 40-44 41-45 42-46 43-47 44-48 45-49 46-50 47-51 48-52 49-53 5-6 50-54 51-55 52-56 53-57 54-58 55-59 56-60 57-61 58-64 59-65 6-7 60-66 61-67 62-68 63-69 64-70 65-71 66-72 67-73 68-74 69-75 7-8 70-76 71-77 72-78 73-79 74-80 75-81 76-84 77-85 78-86 8-9 9-10
42	0-18 1-0 10-4 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-20 2-9 21-21 22-22 24-23 25-24 26-25 28-26 3-7 31-27 32-28 33-33 34-37 35-38 36-34 37-35 38-36 39-29 4-5 40-32 41-30 42-31 43-19 44-39 5-8 6-6 7-1 8-3 9-2
43	0-0 1-1 10-3 11-13 12-10 13-11 14-12 15-29 16-14 17-15 18-18 19-16 2-7 20-17 21-19 22-28 23-20 24-25 25-21 26-22 27-23 28-26 29-27 3-8 30-30 4-9 5-6 6-4 7-5 8-24 9-2
44	1-0 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-16 20-25 21-17 24-18 25-20 26-19 28-24 29-21 3-5 31-22 32-23 33-26 34-30 35-27 36-15 37-28 38-29 39-31 4-1 40-32 41-37 42-36 43-38 44-33 46-35 50-34 51-39 6-2 7-3 8-4
45	1-0 10-7 2-3 3-1 4-2 5-4 6-5 9-6
46	0-19 1-20 11-1 12-6 13-7 14-4 15-17 16-18 17-15 20-9 21-11 22-10 23-16 25-8 26-12 27-21 28-13 29-14 3-0 30-24 31-30 32-25 33-26 34-27 35-28 36-29 37-31 38-33 39-32 4-22 40-34 41-36 42-37 43-38 5-23 6-35 7-2 8-3 9-5
47	0-15 1-0 10-8 11-10 12-9 13-12 14-13 15-14 16-16 17-17 18-18 19-19 2-1 20-20 21-21 23-22 24-23 25-24 27-25 28-26 29-31 3-2 30-27 31-28 32-29 33-30 34-32 35-33 36-34 37-35 38-36 4-3 5-4 6-7 7-11 8-5 9-6
48	0-0 1-1 10-13 11-14 12-15 13-16 14-17 15-18 16-19 17-21 18-22 19-23 2-3 20-24 21-25 3-5 4-7 5-4 6-9 7-10 8-11 9-12
49	0-0 1-1 10-14 11-12 12-9 13-10 14-11 15-15 2-2 3-3 4-8 5-4 6-5 7-6 8-7 9-13
50	0-0 1-1 10-8 11-9 12-10 14-11 15-12 17-13 18-18 19-16 2-2 20-17 23-14 28-15 29-19 3-4 4-3 5-5 6-6 7-7
51	0-12 1-13 10-17 11-19 12-9 13-11 14-26 15-27 16-32 17-33 18-40 19-39 2-14 20-41 21-42 22-38 23-23 24-25 25-36 26-37 27-21 28-18 29-34 3-24 30-35 31-43 32-46 33-54 34-51 35-52 36-7 37-8 38-56 4-15 5-6 6-22 7-10 8-20 9-16
52	0-0 10-13 11-14 12-5 13-6 14-7 15-8 17-9 18-10 23-15 24-16 26-17 27-18 28-19 3-1 4-2 6-3 7-4 8-11 9-12
53	0-0 1-1 10-25 11-15 12-16 13-26 14-19 15-20 16-22 17-27 19-23 2-24 20-17 21-21 22-9 23-2 24-7 25-8 26-6 27-3 28-4 3-13 30-5 31-28 4-12 5-10 6-11 8-14 9-18
54	0-2 1-3 10-7 11-8 12-15 13-12 14-5 15-16 16-20 17-13 18-22 19-14 2-4 20-24 21-18 22-17 23-19 24-25 25-26 26-27 27-34 28-36 29-37 30-28 31-32 32-33 34-35 35-31 36-23 37-21 38-29 39-30 4-0 40-38 41-39 48-40 5-1 6-11 7-10 8-9 9-6
55	0-0 1-1 2-4 3-2 4-3 5-5 6-7 7-8
56	0-0 1-2 10-14 11-15 12-10 13-12 14-13 15-24 16-16 17-18 18-19 19-20 2-3 20-31 21-21 22-22 23-23 24-25 25-32 26-33 27-28 28-26 29-27 3-4 30-34 4-5 5-6 6-7 7-8 8-9 9-11
57	0-0 1-1 3-2 4-8 5-4 6-3 7-5 8-6 9-7
58	0-0 1-1 10-7 11-16 12-15 13-17 14-19 15-21 16-22 17-26 18-23 19-24 2-11 20-25 21-27 22-8 23-12 24-13 25-14 26-10 27-9 28-28 3-2 4-3 5-4 6-5 7-6 8-20 9-18
59	0-7 1-8 10-4 11-5 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 2-10 20-19 21-20 22-22 24-27 25-31 26-28 27-29 28-21 29-23 3-9 30-24 32-25 33-26 34-30 35-39 36-32 37-33 38-34 39-35 4-0 40-36 41-37 42-40 5-1 6-38 7-6 8-2 9-3
60	0-0 1-11 10-9 11-3 12-5 13-7 14-15 2-12 3-13 4-6 5-14 6-2 7-1 8-10 9-4
61	0-0 10-10 13-7 14-6 15-11 2-1 3-2 4-3 6-4 7-5 8-8 9-9
62	1-0 2-5 3-4 4-1 5-2 7-3 8-6
63	0-0 1-1 10-11 2-2 3-8 4-10 5-6 6-7 7-5 8-3 9-4
64	0-9 1-10 10-5 11-6 12-7 13-12 14-13 15-16 2-11 3-15 4-0 5-1 6-2 7-3 8-4 9-8
65	0-11 1-12 10-19 11-20 12-24 13-21 14-26 15-22 16-23 19-27 2-25 20-28 21-29 24-30 25-10 26-9 27-7 28-8 30-5 31-6 33-2 34-3 38-0 39-1 4-18 40-4 41-31 5-13 6-14 7-17 8-15 9-16
66	0-7 1-0 12-3 13-1 14-2 15-10 3-8 4-9 7-5 8-4 9-6
67	0-13 1-10 10-12 11-9 12-20 13-21 14-15 15-19 16-16 17-17 18-18 19-22 2-11 20-23 21-24 22-25 23-26 24-27 25-28 26-34 27-31 28-32 29-29 3-14 30-30 31-35 32-36 33-37 34-42 35-38 36-39 37-40 38-41 39-43 4-8 40-44 41-2 42-0 43-1 44-45 5-6 6-4 7-5 8-7 9-3
68	0-5 1-4 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-21 2-9 20-22 21-23 22-24 23-25 24-26 25-28 26-29 27-30 28-27 29-32 3-0 30-33 31-20 32-34 33-35 34-36 35-37 36-31 37-40 38-41 39-38 4-1 40-39 41-42 5-2 6-6 7-7 8-8 9-10
69	0-3 1-7 10-16 11-2 12-15 13-13 14-14 15-0 16-18 2-8 3-9 4-1 5-6 6-11 7-12 8-17 9-10
70	0-13 1-12 10-1 11-18 12-20 13-22 14-15 15-5 16-16 17-6 18-17 19-24 2-14 20-28 21-27 22-29 23-30 24-25 25-26 26-21 27-10 28-19 29-0 3-7 30-23 31-31 4-8 5-2 6-4 7-9 8-3 9-11
71	0-0 1-1 10-13 11-15 12-12 13-14 14-11 15-9 16-10 17-20 2-2 3-3 4-4 5-8 6-16 7-17 8-18 9-19
72	0-0 1-1 10-7 11-8 12-9 13-15 14-14 15-23 16-24 17-25 18-26 19-20 2-2 20-21 21-16 22-17 23-18 24-19 25-27 3-3 4-4 5-5 6-12 7-11 8-13 9-6
73	0-12 1-13 10-20 11-19 12-21 13-22 14-6 15-3 16-23 17-24 18-9 19-2 2-14 20-0 21-1 22-7 23-8 24-10 25-25 3-11 4-15 5-16 6-17 7-4 8-5 9-18
74	0-0 1-1 10-8 11-6 13-7 14-10 15-11 16-12 18-15 19-16 2-2 20-13 21-14 22-17 4-9 5-3 6-4 7-5
75	0-3 1-0 10-30 11-13 12-25 13-16 14-26 15-27 16-12 17-14 18-9 19-15 2-2 20-29 21-24 22-28 23-17 24-18 25-19 26-6 27-23 28-22 29-20 3-1 30-21 31-31 4-5 5-4 6-8 7-7 8-11 9-10
76	0-0 2-1 3-2 4-3
77	0-2 1-0 10-8 11-10 12-11 2-3 3-4 4-5 5-6 6-1 7-7 9-9
78	1-1 10-4 11-5 12-6 13-7 14-10 17-12 18-13 19-14 20-15 21-16 22-19 23-17 24-18 25-20 27-11 29-21 4-0 5-2 6-8 7-9 9-3
79	0-0 1-1 10-8 12-9 13-10 15-11 16-13 17-12 18-14 19-15 2-2 4-6 5-5 7-3 8-4 9-7
80	0-2 1-3 10-11 13-6 15-10 16-7 18-8 19-12 2-0 21-13 22-16 23-17 25-14 26-15 27-18 28-20 3-4 31-19 32-21 33-22 4-1 5-5 9-9
81	0-0 10-6 11-1 12-3 13-4 14-12 2-7 3-2 4-8 5-9 7-10 8-11 9-5
82	1-0 10-7 11-8 12-9 14-13 15-14 16-10 18-11 19-6 21-12 22-16 3-1 4-2 5-15 6-3 8-4 9-5
83	0-0 1-1 10-13 11-14 12-9 13-10 14-11 15-16 16-4 17-17 18-18 2-6 22-19 23-20 25-21 3-7 4-8 5-5 6-15 7-2 8-12 9-3
84	0-0 1-1 10-2 12-3 13-10 14-4 15-5 16-8 17-9 18-17 2-16 3-11 4-15 5-14 6-13 7-7 8-6 9-12
85	0-0 1-1 10-10 11-11 12-12 14-15 15-16 16-13 18-14 19-17 2-2 3-9 4-7 5-8 6-6 7-3 8-4 9-5
86	1-6 10-8 11-15 12-13 13-14 14-9 15-16 16-10 17-17 18-18 2-7 20-2 21-0 22-1 26-19 3-3 4-12 5-11 6-4 7-5
87	1-0 2-1 3-2 5-3 6-4
88	0-0 1-10 10-11 11-12 12-14 13-16 14-8 15-9 16-17 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-13
89	0-0 1-1 2-2 4-3 5-4
90	0-0 1-1 11-4 12-5 13-7 4-2 7-6 9-3
91	0-0 1-11 10-10 11-4 12-5 13-13 2-1 3-2 4-3 5-6 6-7 7-12 8-8 9-9
92	0-15 10-11 11-10 12-12 13-13 14-14 15-5 16-7 17-6 18-17 19-18 2-3 20-23 21-19 22-20 23-21 24-31 25-32 26-22 27-33 28-25 29-26 3-4 30-29 31-28 32-30 33-24 34-27 35-34 4-0 5-8 6-1 7-2 8-16 9-9
93	0-3 1-0 10-11 11-12 12-19 13-28 14-29 15-20 16-21 17-25 18-26 19-24 2-1 20-5 21-23 22-4 23-22 24-10 25-6 26-27 27-15 28-2 29-32 3-13 33-33 34-34 35-35 36-30 37-36 38-37 39-31 4-16 40-18 41-41 42-42 43-43 44-39 45-40 47-38 48-17 49-44 6-14 7-7 8-8 9-9
94	0-0 1-5 10-10 11-12 12-13 13-19 14-20 15-18 17-14 18-11 19-15 2-4 21-16 23-17 24-21 3-3 4-2 5-1 6-6 7-7 8-8 9-9
95	0-3 1-2 10-27 11-6 12-7 13-11 14-12 15-13 16-14 17-36 18-15 19-16 2-31 20-46 21-17 22-18 23-19 24-20 25-21 26-23 27-24 28-26 29-28 3-0 30-29 31-30 32-32 33-33 34-35 35-37 36-38 37-39 38-40 39-22 4-1 40-41 41-42 42-34 43-45 44-43 45-44 46-47 47-48 5-4 6-5 7-8 8-9 9-10
96	0-0 1-1 10-16 11-2 12-10 13-8 14-9 15-11 16-12 17-13 18-14 19-17 2-3 3-4 5-5 6-6 7-7 9-15
97	0-14 1-16 10-27 11-42 12-41 13-44 14-43 15-45 16-13 17-28 18-31 19-1 2-17 20-32 21-33 22-30 23-21 24-29 25-34 26-35 27-36 28-15 29-37 3-22 30-38 31-40 32-46 33-47 34-12 35-7 36-8 37-10 38-6 39-9 4-23 40-0 41-11 42-2 43-39 44-5 45-48 5-18 6-19 7-20 8-25 9-26
98	0-6 1-0 10-3 11-13 12-7 13-19 14-21 15-22 16-15 17-16 18-17 19-18 2-1 20-14 21-23 22-24 23-33 24-27 25-5 26-25 27-26 28-28 29-29 3-4 30-30 31-31 32-32 33-34 34-36 35-20 36-35 37-37 38-43 39-38 4-9 40-39 41-42 42-40 43-41 44-44 5-11 6-12 7-8 8-2 9-10
99	0-0 1-1 10-5 11-8 12-4 13-10 3-2 6-3 7-6 8-7 9-9
100	0-0 1-1 10-8 11-10 12-14 13-15 14-20 15-16 16-11 17-17 18-19 19-18 2-2 20-21 3-3 4-4 5-6 6-5 7-7 8-12 9-9
101	0-0 1-2 10-12 11-13 12-14 13-20 14-16 15-18 16-15 17-17 18-25 19-29 2-6 20-26 21-27 22-28 23-19 24-5 25-30 26-31 27-34 28-32 29-33 3-1 30-38 31-35 32-36 33-37 34-21 35-22 36-23 37-24 39-39 4-9 40-3 41-44 42-48 43-45 44-46 45-47 47-43 49-40 5-10 51-42 52-4 53-41 54-49 6-11 7-7 8-8
102	0-3 1-4 10-16 11-15 14-6 15-7 16-18 17-8 18-9 19-10 20-11 21-17 22-19 3-2 4-0 5-1 6-12 7-13 8-5 9-14
103	0-0 1-1 10-6 12-7 13-8 14-17 15-19 16-18 17-21 18-20 19-22 2-2 20-3 21-31 22-16 23-37 24-38 25-39 26-40 27-24 28-30 29-35 3-4 30-36 31-33 32-34 33-32 34-23 35-29 36-25 37-10 38-26 39-15 4-5 40-27 41-28 42-41 5-9 6-12 7-11 8-13 9-14
104	0-19 10-25 11-4 13-22 14-23 17-13 20-17 21-11 22-5 23-14 24-15 25-10 26-9 27-7 28-1 29-0 3-26 30-2 31-3 33-24 34-12 37-16 4-29 42-18 43-20 44-28 45-8 47-31 5-30 7-27 8-21 9-6
105	0-1 1-0 10-21 11-22 12-3 13-9 14-13 15-14 16-12 17-10 18-16 19-17 2-2 20-18 21-19 22-28 3-4 4-5 5-6 6-7 7-25 8-23 9-8
106	0-13 1-0 10-4 11-3 12-5 13-6 14-10 15-14 16-15 17-16 18-17 19-18 2-1 21-19 22-20 23-22 24-21 25-23 26-24 3-12 4-2 6-11 7-9 8-7 9-8
107	0-1 1-2 10-26 11-25 12-27 13-28 14-29 15-30 16-6 18-7 19-9 2-8 20-15 21-10 22-11 24-18 25-20 26-13 3-3 30-16 31-17 32-19 33-21 34-22 35-12 37-14 38-31 4-4 6-24 7-0 8-23 9-5
108	0-0 1-10 10-41 11-42 12-8 13-22 14-40 15-9 16-15 17-16 18-14 19-6 2-12 20-19 21-20 22-21 23-23 24-24 25-30 26-29 27-25 28-31 29-32 3-1 30-39 31-38 32-33 33-45 4-3 5-2 6-4 7-43 8-44 9-5
109	0-10 10-8 12-7 14-11 15-12 16-2 18-13 19-14 2-0 20-16 21-17 22-21 23-37 25-15 26-18 27-20 28-19 29-22 3-1 30-23 31-24 32-43 33-41 34-45 35-39 36-28 37-40 38-25 39-26 4-3 40-27 41-29 42-38 43-30 44-42 45-31 46-34 47-35 48-32 49-36 5-5 50-33 51-46 6-4 7-6 8-44 9-9
110	1-0 2-2 3-1 4-3 5-4
111	0-0 1-2 10-10 11-1 12-4 13-12 14-14 15-16 16-15 17-17 18-18 2-11 3-3 4-13 5-9 6-8 7-5 8-6 9-7
112	0-0 1-10 10-3 11-11 12-12 13-31 14-13 15-16 16-17 17-18 18-15 19-19 2-1 20-30 21-29 22-20 23-14 25-27 26-28 27-21 28-22 29-23 3-9 30-24 31-26 33-25 35-32 4-8 5-2 6-5 7-6 8-4 9-7
113	0-0 1-1 10-5 11-11 13-8 14-9 15-13 2-2 3-10 5-3 6-4 7-6 8-7 9-12
114	0-4 1-7 10-10 11-28 12-26 13-16 15-30 17-0 18-1 19-2 2-12 20-3 21-14 22-15 23-27 24-24 25-25 26-20 27-17 28-18 29-19 3-13 30-21 31-23 32-22 33-29 34-31 4-11 5-5 6-6 8-8 9-9
115	0-0 1-5 2-1 3-4 4-2 5-3 6-6 7-8 8-10
116	0-2 1-3 10-11 11-14 12-12 13-13 14-7 15-8 16-10 17-9 18-27 19-15 2-20 20-16 21-17 22-19 23-21 24-22 25-23 26-26 27-24 28-25 29-28 3-0 30-32 31-31 32-29 33-30 34-33 4-1 5-4 6-18 8-5 9-6
117	0-0 1-1 10-11 11-13 12-14 13-15 14-16 15-17 16-18 17-20 18-12 19-4 2-2 20-19 21-21 3-3 4-5 5-6 6-8 7-7 8-9 9-10
118	0-1 1-0 2-2 3-3 4-4 5-5 6-6 7-7 8-8
119	0-0 1-1 10-12 11-10 12-13 13-19 14-22 15-21 16-23 17-24 18-14 19-15 2-3 20-17 21-16 22-18 23-26 24-27 25-20 26-28 27-29 28-30 29-31 3-5 30-25 31-36 32-32 33-33 34-34 35-35 36-37 37-38 4-6 5-7 6-8 7-2 8-9 9-11
120	0-4 1-5 10-13 11-14 12-15 13-16 14-18 15-10 16-11 17-12 18-17 19-19 2-6 3-7 4-8 5-0 6-1 7-2 8-3 9-9
121	0-0 1-1 2-2 3-3
122	0-17 1-0 10-3 11-18 12-21 13-23 14-24 15-20 16-28 17-22 18-25 19-15 2-16 20-19 21-27 22-26 23-29 3-4 4-6 5-9 6-11 7-14 8-5 9-2
123	0-21 1-36 10-24 11-25 12-26 13-27 14-28 15-29 16-30 17-0 18-18 19-19 2-34 20-13 21-4 22-2 23-3 24-10 25-1 26-5 27-16 28-12 29-6 3-37 30-7 31-17 32-39 33-40 34-50 35-49 36-48 37-51 38-35 39-38 4-31 40-42 41-45 42-43 43-44 44-47 45-52 46-55 47-54 48-57 49-59 5-32 50-53 51-58 52-66 53-67 54-61 55-60 56-64 57-62 58-63 59-68 6-33 7-8 8-22 9-11
124	10-3 12-2 13-13 14-6 15-8 16-7 17-9 18-10 19-12 2-18 20-11 21-14 22-15 23-16 24-17 25-19 26-20 27-22 28-23 29-24 3-0 30-21 31-25 32-29 33-30 34-31 35-32 37-26 38-28 4-1 40-27 41-33 7-5 8-4
125	0-0 1-12 10-10 11-9 12-7 13-8 14-11 15-13 16-14 17-15 18-27 19-29 2-1 20-28 21-30 22-17 23-36 24-18 25-20 26-21 27-19 28-24 29-22 30-25 31-31 32-32 33-16 35-33 36-26 37-38 4-2 40-23 41-39 42-34 43-35 44-37 45-40 5-3 6-4 7-5 9-6
126	0-0 1-1 10-22 11-6 12-7 13-8 14-13 15-14 17-25 18-11 19-9 2-10 21-12 22-15 23-16 24-17 25-18 26-20 27-21 28-23 29-24 3-4 30-26 31-27 4-19 5-3 8-2 9-5
